"主聘系所","作者順序","刊物名稱","專兼任","年度","所屬計畫案","教師姓名","是否具有審稿制度","期刊出版地國家/地區","期刊論文是否為跨國(地區)合作","狀態","發表卷數","發表型式","發表年份","發表月份","發表期數","系所代碼","論文名稱","論文收錄分類","識別號","通訊作者"
"呼吸照護系","第四(以上)作者","Journal of Food Biochemistry","專任","114","無","李江文","是","美國","否","續聘","2025","紙本及電子期刊","2025","11","1","3352","Protective Effect of Lutein in Cisplatin-Induced Intestinal Barrier Damage by Restoring ZO-1 Expression","SCIE","714241","否"
"呼吸照護系","第四(以上)作者","Biomedicine & Pharmacotherapy","專任","114","無","李江文","是","法國","否","續聘","192","電子期刊","2025","11","118622","3352","TAS4464, a neddylation inhibitor, mitigates Staphylococcus aureus-induced periprosthetic joint infection by modulating immunosuppressive cell functions","SCIE","714242","否"
"呼吸照護系","第四(以上)作者","International Immunopharmacology","專任","114","無","李江文","是","荷蘭王國","否","續聘","164","電子期刊","2025","10","115360","3352","Lutein attenuates rheumatoid arthritis progression by suppressing MAPK/NF-κB signaling and MMP3 and MMP13 expression in fibroblast-like Synoviocytes.","SCIE","714243","否"
"呼吸照護系","第四(以上)作者","Journal of Cellular Physiology","專任","114","無","李江文","是","美國","否","續聘","240","電子期刊","2025","8","8","3352","IPSC-Derived Conditioned Medium Reduces Oxidative Stress and Vascular Remodeling in Rat Models of Pulmonary Arterial Hypertension","SCIE","714244","否"
"呼吸照護系","第四(以上)作者","Biocell","專任","114","無","李江文","是","阿根廷","否","續聘","49","紙本及電子期刊","2025","7","7","3352","Targeting c-Src/PKCα/MAPK/NF-κB: Salvianolic Acid A as a Protective Agent against Silica Nanoparticle-Induced Lung Inflammation","SCIE","714245","否"
"呼吸照護系","第四(以上)作者","Stem Cell Research & Therapy","專任","114","無","李江文","是","英國","否","續聘","16","電子期刊","2025","6","1","3352","MiR221/222 in the conditioned medium of adipose-derived stem cells attenuates particulate matter and high-fat diet-induced cardiac apoptosis.","SCIE","714246","否"
"呼吸照護系","第四(以上)作者","Polymers","專任","114","無","李江文","是","瑞士","否","續聘","17","電子期刊","2025","5","11","3352","Comparative Evaluation of Dental Clinical Surface Treatments for Polyetheretherketone with Airborne-Particle Abrasion, Hydrofluoric Acid Etching, and Handheld Nonthermal Plasma Activation on Long-Term Bond Performance","SCIE","714247","是"
"呼吸照護系","第四(以上)作者","Acta Biomaterialia","專任","114","無","李江文","是","英國","否","續聘","196","電子期刊","2025","4","196","3352","Dual cell-penetrating peptide-conjugated polymeric nanocarriers for miRNA-205–5p delivery in gene therapy of cutaneous squamous cell carcinoma","SCIE","714248","否"
"呼吸照護系","第一作者","Stem Cell Research & Therapy","專任","114","無","李江文","是","英國","否","續聘","16","電子期刊","2025","4","1","3352","Differential efficacy of olfactory neurospheres from deviated nasal septum and chronic rhinosinusitis patients in regenerating olfactory epithelium","SCIE","714249","否"
"呼吸照護系","第四(以上)作者","Environmental Toxicology","專任","114","無","李江文","是","美國","否","續聘","40","紙本及電子期刊","2025","2","2","3352","Mevastatin-Induced HO-1 Expression in Cardiac Fibroblasts: A Strategy to Combat Cardiovascular Inflammation and Fibrosis.","SCI","714250","否"
"呼吸照護系","第四(以上)作者","International Journal of Environmental Health Research","專任","114","CMRPF6J0101;CMRPF6J0102; CMRPF6L0021;CMRPF6M0011","紀妙青","是","英國","否","續聘","0","紙本及電子期刊","2025","3","0","3352","Effects of ambient fine particulate matter on the exacerbation of psychiatric disorders in southern Taiwan: a case-crossover study","SCIE","714236","否"
"呼吸照護系","第一作者","Journal of Cellular Physiology","專任","114","CMRPF6H0121/CMRPF6H0122/CMRPF6H0123","許麗芬","是","美國","否","續聘","240","電子期刊","2025","8","8","3352","IPSC-Derived Conditioned Medium Reduces Oxidative Stress and Vascular Remodeling in Rat Models of Pulmonary Arterial Hypertension","SCIE","714259","否"
"呼吸照護系","第四(以上)作者","BMC Pulmonary Medicine","專任","114","無","陳慧秦","是","英國","否","續聘","25","電子期刊","2025","5","1","3352","Inspiratory muscle training and aerobic exercise for respiratory muscle strength in myasthenia gravis post-hospitalization- a randomized controlled trial","SCIE","714235","否"
"呼吸照護系","第四(以上)作者","BMC Pulmonary Medicine","專任","114","無","劉瑞芳","是","英國","否","續聘","25","電子期刊","2025","5","1","3352","Inspiratory muscle training and aerobic exercise for respiratory muscle strength in myasthenia gravis post-hospitalization- a randomized controlled trial","SCIE","714257","是"
"呼吸照護系","第四(以上)作者","Frontiers in Medicine","專任","114","無","劉瑞芳","是","瑞士","是(跨國合作)","續聘","11","電子期刊","2025","1","11","3352","Inspiratory muscle training facilitates liberation from mechanical ventilation in subacute critically ill patients—a randomized controll","SCI","714258","是"
"嘉義分部護理系","第一作者","長庚護理","專任","114","無","王玉琴","是","中華民國","否","新任","36","紙本及電子期刊","2025","9","3","3241","提升產後機構護理人員觀察嬰兒暗示行為能力","其他","714313","否"
"嘉義分部護理系","第三作者","護理雜誌","專任","114","無","王俞蓉","是","中華民國","否","續聘","72","紙本及電子期刊","2025","10","5","3241","居家護理師對高齡者足部照護知識、態度及 照護能力相關因素探討","TSSCI","714285","否"
"嘉義分部護理系","第二作者","大學教學實務與研究學刊","專任","114","無","王俞蓉","是","中華民國","否","續聘","9","紙本及電子期刊","2025","6","1","3241","人科蘊生的教學與服務學習—老醫館裡的新長照","其他","714286","是"
"嘉義分部護理系","第一作者","護理雜誌","專任","114","無","朱峻銘","是","中華民國","否","續聘","72","紙本及電子期刊","2025","10","5","3241","比較年輕型及老年型失智症個案家庭照顧需求及主要照顧者負荷","其他","714312","否"
"嘉義分部護理系","第四(以上)作者","Biomedicine & Pharmacotherapy","專任","114","無","江耀璋","是","法國","否","續聘","192","紙本及電子期刊","2025","11","2025","3241","TAS4464, a neddylation inhibitor, mitigates Staphylococcus aureus-induced periprosthetic joint infection by modulating immunosuppressive cell functions","SCIE","714278","否"
"嘉義分部護理系","第四(以上)作者","Journal of Dental Sciences","專任","114","無","江耀璋","是","中華民國","是(跨國合作)","續聘","20","紙本及電子期刊","2025","7","3","3241","Impacts of surface characteristics on biological responses and biofilm formation of 3D-printed denture base resins: An in vitro study","SCIE","714279","否"
"嘉義分部護理系","第四(以上)作者","Stem Cell Research & Therapy","專任","114","無","江耀璋","是","英國","否","續聘","16","紙本及電子期刊","2025","4","1","3241","Differential efficacy of olfactory neurospheres from deviated nasal septum and chronic rhinosinusitis patients in regenerating olfactory epithelium","SCIE","714280","否"
"嘉義分部護理系","第一作者","Toxicology Mechanisms and Methods.","專任","114","無","周姜廷","是","美國","否","續聘","35","紙本及電子期刊","2025","10","8","3241","Investigation of Ca2+ signaling induced by the flavonoid diosmin in glioblastoma cells and its potential implications in the treatment using the Ca2+ chelating agent BAPTA-AM.","SCI","714251","否"
"嘉義分部護理系","第一作者","樹人學報","專任","114","無","林宜昀","是","中華民國","否","新任","22","紙本","2025","8","1","3241","學習動機對五專護理科高年級學生實習表現之影響","其他","714314","是"
"嘉義分部護理系","第二作者","Journal of Advanced Nursing","專任","114","EMLE-209R36- 2021- HUANG","林春只","是","英國","是(跨國合作)","續聘","0","電子期刊","2025","11","0","3241","Clinicians’ experiences in care delivery to culturally and linguistically diverse patients in the emergency department: a social ecological perspective","SCI, SSCI, SCIE","714272","否"
"嘉義分部護理系","第三作者","Geriatric Nursing","專任","114","MOST106-2314-B-255-002.","林春只","是","美國","是(跨國合作)","續聘","12","紙本及電子期刊","2025","7","65","3241","Perspectives of healthcare professionals on harm prevention to hospitalized older people: A phenomenographic study","SCIE, SSCI","714273","否"
"嘉義分部護理系","第二作者","Bmj Open","專任","114","ZORPF6N0031","林春只","是","英國","否","續聘","0","電子期刊","2025","7","15","3241","Effect of music listening on delirium after hip fracture operations (MLDHFO) in a regional hospital in Taiwan: a randomised controlled trial protocol","SCIE","714274","否"
"嘉義分部護理系","第一作者","Nurse Education in Practice","專任","114","NSTC 112-2410-H-255-005 -無","林春只","是","英國","是(跨國合作)","續聘","85","紙本及電子期刊","2025","5","0","3241","Exploring practical nursing skills acquisition through gamified computerized learning: A phenomenological study","SCIE, SSCI","714275","是"
"嘉義分部護理系","第二作者","JMIR Medical Education","專任","114","MOST 110-2511-H-255-013 and MOST 111-2410-H-255-010","林春只","是","加拿大","是(跨國合作)","續聘","0","電子期刊","2025","2","11","3241","Virtual Reality Simulation for Undergraduate Nursing Students for Care of Patients With Infectious Diseases: Mixed Methods Study","其他","714276","否"
"嘉義分部護理系","第一作者","Nurse Education in Practice","專任","114","無","林春只","是","英國","是(跨國合作)","續聘","0","電子期刊","2025","1","82","3241","Constructing learning confidence through jigsaw, concept maps and group cooperative learning: A qualitative study","SCIE, SSCI","714277","是"
"嘉義分部護理系","第一作者","Nutrients","專任","114","NSTC 113‑2410‑H‑255‑011","林家惠","是","瑞士","否","續聘","17","紙本及電子期刊","2025","10","20","3241","Development and Validation of the Eating Support for Healthcare Aides (ESHA) Questionnaire in Long‑Term Care","SCIE","714295","否"
"嘉義分部護理系","第一作者","長期照護雜誌","專任","114","國科會：發展與驗證「臺灣介護食士」職能核心能力及職能為導向之教育訓練","林家惠","是","中華民國","否","續聘","28","紙本及電子期刊","2025","6","1","3241","進食支持照顧服務員職能發展之初探研究","其他","714296","是"
"嘉義分部護理系","第二作者","Nurse Education in Practice","專任","114","PSK1120813","洪嫦巧","是","英國","否","續聘","87","電子期刊","2025","8","104445","3241","An integrated self-regulated learning and flipped classroom approach for teaching nursing skills to undergraduate nursing students: A randomized controlled study","SCI","714269","否"
"嘉義分部護理系","第四(以上)作者","Nurse Education Today","專任","114","CMRPG6M0241","洪嫦巧","是","英國","是(跨國合作)","續聘","150","電子期刊","2025","3","106705","3241","The development and validation of a nurse preceptor core competency scale: A culturally compatible methodological study","SCI","714270","是"
"嘉義分部護理系","第二作者","醫療品質雜誌","專任","114","無","洪嫦巧","是","中華民國","否","續聘","19","電子期刊","2025","1","1","3241","住院病人不預期心跳停止之預測因子","其他","714271","是"
"嘉義分部護理系","第一作者","長庚護理","專任","114","無","徐書儀","是","中華民國","否","續聘","36","電子期刊","2025","12","4","3241","「行動學習」於癌症存活者照護計畫之成效探討－系統性文獻回顧","其他","714284","否"
"嘉義分部護理系","第三作者","Medicina","專任","114","無","張家豪","是","瑞士","否","續聘","61","電子期刊","2025","2","3","3241","Prolonged T-Piece Spontaneous Breathing Trial and Extubation Outcomes in Patients Received Prolonged Mechanical Ventilation","SCI, SCIE","714237","否"
"嘉義分部護理系","第一作者","Brain Behavior & Immunity-Health","專任","114","BMRPD42, CMRPF6N0031, CMRPF6N0032, CMRPF6N0033, ZRRPF6N0011","郭星君","否","美國","否","續聘","49","紙本及電子期刊","2025","11","0","3241","Induction of endogenous IL-10 promotes resolution and tolerance of nitric oxide in microglia","SCI, SCIE","714252","否"
"嘉義分部護理系","第四(以上)作者","International Journal of Medical Sciences","專任","114","BMRPD42, CMRPG6J0151, CMRPG6J0152, CMRPG6J0153, CMRPG6P0221, CMRPG6P0222, ZRRPF6Q0011 NSTC 113-2320-B-255-001- and NSTC 114-2320-B-255-002-","郭星君","是","澳大利亞","否","續聘","22","紙本及電子期刊","2025","10","16","3241","Molecular mechanisms and biomarkers of total parenteral nutrition-induced hepatotoxicity revealed by iTRAQ proteomics analysis","EI","714253","是"
"嘉義分部護理系","第四(以上)作者","International Journal of Medical Sciences","專任","114","BMRPD42, CLRPG8L0063, CMRPG6L0221, CMRPG6L0222, CMRPG6L0223, CMRP6P0301, ZRRPF6P0011, ZRRPF6Q0011 MOST 110-2320-B-255-005-MY3, NSTC 113-2320-B-255-001-, NSTC 114-2320-B-255-002-.","郭星君","是","澳大利亞","否","續聘","22","紙本及電子期刊","2025","10","16","3241","A Novel Erinacine S Derivative from Hericium erinaceus Overcomes Chemoresistance in Colorectal Cancer Cells by Enhancing TRAIL/TNFR1/DR5 Expression through Histone Acetylation","SCIE","714254","是"
"嘉義分部護理系","第四(以上)作者","Lwt-Food Science and Technology","專任","114","無","郭星君","否","英國","否","續聘","222","紙本及電子期刊","2025","4","0","3241","Peptide from tempeh-like fermented Chenopodium formosanum counters senescence while enhancing antioxidant ability in non-replicative aging","SCIE","714255","是"
"嘉義分部護理系","第四(以上)作者","Clinical Rehabilitation","專任","114","無","郭雅雯","是","英國","是(跨國合作)","續聘","","電子期刊","2025","12","","3241","Nurse-Administered Yale Swallow Protocol in High-Risk Hospitalised Adults for Dysphagia: Feasibility and Refinement","SCI, SCIE","714260","否"
"嘉義分部護理系","第一作者","台灣實證護理學會會刊","專任","114","無","郭雅雯","是","中華民國","否","續聘","0","電子期刊","2025","12","12","3241","「樹」造完美：製作實證森林圖常見軟體在專業上的戰力","其他","714261","是"
"嘉義分部護理系","第四(以上)作者","Current Neurovascular Research","專任","114","無","郭雅雯","是","阿拉伯聯合大公國","否","續聘","22","電子期刊","2025","10","3","3241","Circadian Patterns of Heart Rate and Heart Rate Variability in Wake-up Stroke: Evidence of Parasympathetic Dysregulation","SCI, SCIE","714262","是"
"嘉義分部護理系","第三作者","Sports Medicine - Open","專任","114","無","郭雅雯","是","德意志聯邦共和國","否","續聘","11","電子期刊","2025","8","91","3241","Comparative Analysis of Multidisciplinary Complementary Intervention Versus Routine Physiotherapy Rehabilitation to Reduce Kinesiophobia in Patients with Knee Osteoarthritis Undergoing Total Knee Replacement: A Systematic Review and Meta-Analysis","SCI, SCIE","714263","是"
"嘉義分部護理系","第一作者","Professional Case Management","專任","114","無","郭雅雯","是","美國","否","續聘","30","紙本及電子期刊","2025","7","5","3241","Roles, Training, and Qualifications of Case Managers at Community Integrated Service Centers in Taiwan: A Narrative Review","其他","714264","否"
"嘉義分部護理系","第四(以上)作者","American Journal of Cardiovascular Drugs","專任","114","CGRPG6P0031","郭雅雯","是","紐西蘭","否","續聘","0","電子期刊","2025","7","0","3241","Cardiovascular Outcomes Associated with Cholinesterase Inhibitor Use in Individuals at High Cardiovascular Risk","SCI, SCIE","714265","是"
"嘉義分部護理系","第二作者","Nurse Educator","專任","114","無","郭雅雯","是","美國","是(跨國合作)","續聘","50","電子期刊","2025","4","5","3241","Impact of the MaRIS Model and Course Sequencing on Nursing Students' Empathy and Resilience: A Quasi-Experimental Study","SCI, SCIE","714266","否"
"嘉義分部護理系","第一作者","護理雜誌","專任","114","無","郭嘉琪","是","中華民國","否","續聘","72","紙本及電子期刊","2025","8","4","3241","阻力訓練於多發性硬化症疲憊成效—系統性文獻回顧","其他","714287","否"
"嘉義分部護理系","第四(以上)作者","台灣實證醫學會會刊","專任","114","無","郭嘉琪","是","中華民國","否","續聘","15","紙本及電子期刊","2025","6","2","3241","聚乙二醇溶液1L與2L於腸道準備之成效：系統性文獻回顧與統合分析","其他","714288","是"
"嘉義分部護理系","第四(以上)作者","Nurse Education Today","專任","114","無","郭嘉琪","是","英國","否","續聘","151","紙本及電子期刊","2025","4","0","3241","Effectiveness of immersive virtual reality in nursing education for nursing students and nursing staffs: A systematic review and meta-analysis","SSCI","714289","否"
"嘉義分部護理系","第三作者","實證健康照護","專任","114","無","郭嘉琪","是","中華民國","否","續聘","0","電子期刊","2025","3","0","3241","尊嚴療法是否能改善末期病人的失志﹖","其他","714290","是"
"嘉義分部護理系","第一作者","International Emergency Nursing","專任","114","台","郭嘉琪","是","英國","否","續聘","79","紙本及電子期刊","2025","3","0","3241","Ultrasound-guided peripheral intravenous access in adults: A randomized crossover controlled trial","SSCI, SCIE","714291","否"
"嘉義分部護理系","第四(以上)作者","Journal of Medical Internet Research","專任","114","無","陳亭余","是","加拿大","否","續聘","27","電子期刊","2025","9","0","3241","Effects of Web-Based Symptom Monitoring Program on Symptom Interference, Physical Activity, and Emergency Department Readmissions in Patients With Pre-Capillary Pulmonary Hypertension: Randomized Controlled Trial","SCI","714297","否"
"嘉義分部護理系","第一作者","Nurse Education in Practice","專任","114","有","陳亭余","是","英國","否","續聘","0","電子期刊","2025","8","87","3241","An integrated self-regulated learning and flipped classroom approach for teaching nursing skills to undergraduate nursing students: A randomized controlled study","SCI","714298","是"
"嘉義分部護理系","第二作者","志為護理","專任","114","無","陳亭余","是","中華民國","否","續聘","24","電子期刊","2025","8","4","3241","數位健康識能之概念分析","其他","714299","是"
"嘉義分部護理系","第二作者","Psychology, Health & Medicine","專任","114","無","陳亭余","是","英國","否","續聘","30","電子期刊","2025","8","7","3241","Eye movement desensitization and reprocessing (EMDR) improves symptoms of anxiety and depression, blood pressure, and heart rate variability in patients with hypertension: a randomized controlled trial","SCI","714300","否"
"嘉義分部護理系","第一作者","Nurse Education Today","兼任","114","無","陳姿廷","是","英國","否","續聘","150","電子期刊","2025","7","0","3241","The development and validation of a nurse preceptor core competency scale: A culturally compatible methodological study","SCI","714294","否"
"嘉義分部護理系","第二作者","Journal of Advanced Nursing","專任","114","Taipei VeteraGrant number: YSVH10803","陳柏安","是","英國","否","續聘","81","紙本及電子期刊","2025","10","12","3241","Hospice Care Literacy Among Providers and Families in Taiwanese Long-Term Care Facilities: A Cross-Sectional Survey","SCI, SSCI, SCIE","714293","否"
"嘉義分部護理系","第四(以上)作者","Biological Research for Nursing","專任","114","國科會NSTC 113-2314-B-255-002","陳美燕","是","美國","否","續聘","0","電子期刊","2025","4","0","3241","The Association Between the Neutrophil-To-lymphocyte Ratio and Health-related Behaviors and Factors in Rural Adults With and Without Cardiometabolic Disease","SCIE","714315","是"
"嘉義分部護理系","第一作者","Nursing Open","專任","114","有","曾資蓉","是","英國","是(跨國合作)","續聘","12","電子期刊","2025","8","8","3241","Exploring Everyday Experiences of Adolescents Living With Asthma Through Bronfenbrenner's Ecological Systems Theory","SCI, SSCI, SCIE","714222","否"
"嘉義分部護理系","第一作者","BMC Medical Education","專任","114","有","曾資蓉","是","英國","是(跨國合作)","續聘","25","電子期刊","2025","4","559","3241","Examining nursing students’ learning through reflective analysis using Ray’s Transcultural Caring Dynamics in Nursing and Health Care Theory","SCI, SSCI","714223","否"
"嘉義分部護理系","第四(以上)作者","Clinical Simulation in Nursing","專任","114","有","曾資蓉","是","美國","否","續聘","101","電子期刊","2025","4","4","3241","Effectiveness of a virtual simulation and self-debriefing app on nursing students' pediatric pain knowledge: A randomized controlled trial","SCIE, SSCI","714224","否"
"嘉義分部護理系","第一作者","Teaching and Learning in Nursing","專任","114","有","曾資蓉","是","美國","是(跨國合作)","續聘","20","紙本及電子期刊","2025","1","1","3241","Integrated motivation-reflection approach to improve first-year nursing students’ learning: A quasi-experimental study","其他","714225","否"
"嘉義分部護理系","第一作者","台灣專科護理師學刊","兼任","114","無","辜矞卉","是","中華民國","否","續聘","12","紙本及電子期刊","2025","6","1","3241","探討使用舌下滴劑atropine眼藥水治療因clozapine引起的口水過多之成效","其他","714283","是"
"嘉義分部護理系","第四(以上)作者","護理雜誌","專任","114","無","辜漢章","是","中華民國","否","續聘","72","紙本及電子期刊","2025","8","4","3241","阻力訓練於多發性硬化症疲憊成效—系統性文獻回顧","其他","714301","是"
"嘉義分部護理系","第四(以上)作者","Bmj Open","專任","114","運用音樂療法預防高齡髖部骨折病人瞻妄發生之成效：隨機對照控制試驗","辜漢章","是","英國","否","續聘","15","電子期刊","2025","8","8","3241","Effect of music listening on delirium after hip fracture operations (MLDHFO) in a regional hospital in Taiwan: a randomised controlled trial protocol","SCIE","714302","是"
"嘉義分部護理系","第四(以上)作者","International Journal of Geriatric Psychiatry","專任","114","無","辜漢章","是","英國","否","續聘","40","電子期刊","2025","5","5","3241","Incidence and Risk Factors of Postoperative Delirium in Elderly Patients Following Hip Fracture Surgery: A Nationwide Retrospective Cohort Study in Taiwan","SSCI, SCIE","714303","是"
"嘉義分部護理系","第四(以上)作者","Nurse Education in Practice","專任","114","無","辜漢章","是","英國","否","續聘","85","電子期刊","2025","5","0","3241","Exploring practical nursing skills acquisition through gamified computerized learning: A phenomenological study","SCIE, SSCI","714304","否"
"嘉義分部護理系","第四(以上)作者","台灣醫學","專任","114","無","辜漢章","是","中華民國","否","續聘","29","紙本及電子期刊","2025","1","1","3241","提升病房護理師應用個案管理於出院準備執行率","其他","714305","是"
"嘉義分部護理系","第一作者","International Journal of Environmental Health Research","專任","114","MOST108-2625-B-255-001、CMRPF6J0101、CMRPF6J0102、CMRPF6L0021、CMRPF6M0011","黃淑倫","是","英國","否","續聘","0","電子期刊","2025","3","0","3241","Effects of ambient fine particulate matter on the exacerbation of psychiatric disorders in southern Taiwan: a case-crossover study","SCIE","714268","是"
"嘉義分部護理系","第一作者","Sports Medicine - Open","專任","114","無","劉美君","是","德意志聯邦共和國","否","續聘","11","電子期刊","2025","8","1","3241","Comparative Analysis of Multidisciplinary Complementary Intervention Versus Routine Physiotherapy Rehabilitation to Reduce Kinesiophobia in Patients with Knee Osteoarthritis Undergoing Total Knee Replacement: A Systematic Review and Meta-Analysis","SCI, SCIE","714292","否"
"嘉義分部護理系","第三作者","長期照護雜誌","專任","114","發展與驗證「臺灣介護食士」職能核心能力及職能為導向教育訓練之研究","潘美玉","是","中華民國","否","續聘","28","紙本及電子期刊","2025","7","1","3241","進食支持照顧服務員職能發展之初探研究","其他","714231","否"
"通識教育學科","第一作者","當代通識","專任","114","無","李怡靜","是","中華民國","否","續聘","0","電子期刊","2025","12","","3932","以UbD架構應用於通識英語教學之創新實踐研究","其他","714281","是"
"通識教育學科","第四(以上)作者","Healthcare","專任","114","無","李怡靜","是","瑞士","是(跨國合作)","續聘","13","電子期刊","2025","9","2246","3932","Fluoride in Dental Caries Prevention and Treatment: Mechanisms, Clinical Evidence, and Public Health Perspectives","其他","714282","是"
"通識教育學科","第一作者","Expert Opinion on Drug Discovery","兼任","114","無","林資展","是","英國","是(跨國合作)","續聘","20","紙本及電子期刊","2025","9","9","3932","Animal models of psoriasis for novel drug discovery: a literature update","SCI","714307","否"
"通識教育學科","第四(以上)作者","Journal of Dental Sciences","兼任","114","無","林資展","是","中華民國","否","新任","20","紙本及電子期刊","2025","7","3","3932","Impacts of surface characteristics on biological responses and biofilm formation of 3D-printed denture base resins: An in vitro study","SCIE","714308","否"
"通識教育學科","第四(以上)作者","Polymers","兼任","114","無","林資展","是","瑞士","否","新任","17","電子期刊","2025","5","11","3932","Comparative Evaluation of Dental Clinical Surface Treatments for Polyetheretherketone with Airborne-Particle Abrasion, Hydrofluoric Acid Etching, and Handheld Nonthermal Plasma Activation on Long-Term Bond Performance","SCIE","714309","否"
"通識教育學科","第二作者","Expert Opinion on Drug Delivery","兼任","114","無","林資展","是","英國","是(跨國合作)","新任","22","紙本及電子期刊","2025","4","4","3932","Novel strategies in topical delivery for psoriasis treatment: nanocarriers and energy-driven approaches","SCI","714310","否"
"通識教育學科","第四(以上)作者","Acta Biomaterialia","兼任","114","無","林資展","是","英國","是(跨國合作)","新任","196","紙本及電子期刊","2025","4","1","3932","Dual cell-penetrating peptide-conjugated polymeric nanocarriers for miRNA-205–5p delivery in gene therapy of cutaneous squamous cell carcinoma","SCIE","714311","是"
"通識教育學科","第一作者","高雄師大國文學報","專任","114","無","洪鎰昌","是","中華民國","否","續聘","42","紙本","2025","11","42","3932","榮格筮例析論——對《易經》敘事的啟發與運用","其他","714226","否"
"通識教育學科","第一作者","洙泗流風","專任","114","無","洪鎰昌","是","中華民國","否","續聘","20","紙本","2025","10","20","3932","荀子卜筮觀及其現代意義","其他","714227","否"
"通識教育學科","第一作者","止善","專任","114","無","洪鎰昌","是","中華民國","否","續聘","38","紙本","2025","6","38","3932","「易經諮商」神諭議題研究——神諭轉銜自諭的可能性","其他","714228","否"
"通識教育學科","第一作者","當代通識","專任","114","無","洪鎰昌","是","中華民國","否","續聘","7","紙本","2025","6","7","3932","《左傳》《國語》筮例預測功能研究——以信度與效度概念檢視之","其他","714229","否"
"通識教育學科","第一作者","樹德通識教育專刊","專任","114","無","洪鎰昌","是","中華民國","否","續聘","19","紙本","2025","6","19","3932","《易經》敘事書寫之「對話鷹架」設計實務—榮格筮例之啟發與運用","其他","714230","否"
"通識教育學科","第一作者","當代通識","專任","114","無","張玫萍","是","中華民國","否","續聘","1","電子期刊","2025","7","","3932","遊戲化學習在氣候變遷與糧食議題中 的應用一結合AI查詢對護理學生學習成效之探討","其他","714234","是"
"通識教育學科","第一作者","運動與遊憩研究","專任","114","無","陳南福","是","中華民國","否","續聘","","紙本及電子期刊","2025","6","","3932","中部地區網球選手的睡眠品質調查研究","其他","714238","否"
"通識教育學科","第一作者","台北海洋科技大學學報","專任","114","無","陳南福","是","中華民國","否","續聘","","紙本","2025","3","","3932","芳香療法及植物精油應用於紓解壓力及改善情形","其他","714239","否"
"通識教育學科","第一作者","臺灣羽球運動學刊","專任","114","無","鄭賀珍","是","中華民國","否","續聘","","電子期刊","2025","12","","3932","戶外羽球簡介","其他","714233","否"
"通識教育學科","第四(以上)作者","Journal of Ovarian Research","兼任","114","無","龍志浩","是","英國","否","續聘","18","紙本及電子期刊","2025","1","3","3932","Association between cytokines and progression-free survival in ovarian cancer following CRS/HIPEC treatment","SCIE","714306","是"
"通識教育學科","第三作者","Research and Practice in Technology Enhanced Learning","專任","114","CMRPF6M0061 & EZRPF6M001","戴弘政","是","中華民國","否","續聘","20","電子期刊","2025","1","29","3932","Development and evaluation of an EMP course to teach fMRI technology and brain science in handwriting for university nursing students.","其他","714232","是"
"呼吸照護系","第二作者","World Journal of Stem Cells","兼任","113","無","方文豐","是","美國","否","續聘","2024; 16","電子期刊","2024","6","6","3352","Outcomes of combined mitochondria and mesenchymal stem cells derived exosome therapy in rat acute respiratory distress syndrome and sepsis","SCI","701432","否"
"呼吸照護系","第四(以上)作者","The Lancet Regional Health -Western Pacific","兼任","113","無","方文豐","是","英國","是(跨國合作)","續聘","2024","電子期刊","2024","3","44","3352","Critical care bed capacity in Asian countries and regions before and during the COVID-19 pandemic: an observational study","SCI","701433","否"
"呼吸照護系","第四(以上)作者","Critical Care","兼任","113","無","方文豐","是","英國","是(跨國合作)","續聘","2024","電子期刊","2024","1","28","3352","Prognostic evaluation of quick sequential organ failure assessment score in ICU patients with sepsis across different income settings","SCI","701434","否"
"呼吸照護系","第四(以上)作者","BMC Pulmonary Medicine","兼任","113","無","方文豐","是","英國","否","續聘","24 (1)","電子期刊","2024","1","24","3352","The importance of high total body water/fat free mass ratio and serial changes in body composition for predicting hospital mortality in patients with severe pneumonia: a prospective cohort study","SCI","701435","是"
"呼吸照護系","第一作者","Antioxidants","專任","113","無","李江文","是","瑞士","否","續聘","13","紙本及電子期刊","2024","12","12","3352","Deciphering the Liaison Between Fine Particulate Matter Pollution, Oxidative Stress, and Prostate Cancer: Where Are We Now?","SCIE","701409","否"
"呼吸照護系","第四(以上)作者","Cancers","專任","113","無","李江文","是","瑞士","否","續聘","16","電子期刊","2024","8","3017","3352","A Narrative Review: Repurposing Metformin as a Potential Therapeutic Agent for Oral Cancer","SCI","701410","否"
"呼吸照護系","第四(以上)作者","Journal of Functional Biomaterials","專任","113","無","李江文","是","瑞士","否","續聘","15","電子期刊","2024","8","243","3352","Polycaprolactone in Bone Tissue Engineering: A Comprehensive Review of Innovations in Scaffold Fabrication and Surface Modifications","SCI","701411","否"
"呼吸照護系","第四(以上)作者","Autophagy","專任","113","無","李江文","是","美國","否","續聘","","電子期刊","2024","8","","3352","Mir221- and Mir222-enriched adsc-exosomes mitigate PM exposure-exacerbated cardiac ischemia-reperfusion injury through the modulation of the BNIP3-MAP1LC3B-BBC3/PUMA pathway","SCI","701412","是"
"呼吸照護系","第四(以上)作者","Journal of Infectious Diseases","專任","113","無","李江文","是","美國","否","續聘","230","電子期刊","2024","2","3","3352","A Comparative Phenotypic and Genomic Analysis of Methicillin-Resistant Staphylococcus aureus ST45 Isolates From Cellulitis and Osteomyelitis in Taiwan","SCI","701413","否"
